lead_id,instagram_handle,instagram_url,segmento_abc,source_url,status_envio,mensagem_dm_seq1,tracking_url,observacao
IG001,achadosdahemily,https://www.instagram.com/achadosdahemily/,A,https://linktr.ee/achadosdahemily,pronto_para_dm_manual_aprovada,"Oi, @achadosdahemily! Vi seu perfil de ofertas no Instagram (Achados incríveis, preços imbatíveis; Linktree informa Instagram, WhatsApp, Telegram e promoções/cupons/descontos.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-achadosdahemily&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG002,matrizdeofertas,https://www.instagram.com/matrizdeofertas/,A,https://linktr.ee/matrizdeofertas,pronto_para_dm_manual_aprovada,"Oi, @matrizdeofertas! Vi seu perfil de ofertas no Instagram (Central de promoções, descontos, ofertas e cupons com Instagram, WhatsApp, Telegram, Facebook e muitos links afiliados.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-matrizdeofertas&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG003,gpdeofertas,https://www.instagram.com/gpdeofertas/,A,https://linktr.ee/gpdeofertas,pronto_para_dm_manual_aprovada,"Oi, @gpdeofertas! Vi seu perfil de ofertas no Instagram (Grupo de ofertas com Instagram, WhatsApp e Telegram; promete ofertas exclusivas todos os dias.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-gpdeofertas&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG004,promoshotvip,https://www.instagram.com/promoshotvip/,A,https://linktr.ee/promoshotvip,pronto_para_dm_manual_aprovada,"Oi, @promoshotvip! Vi seu perfil de ofertas no Instagram (Cupom, descontos, promoções e ofertas em tempo real; Linktree lista Instagram, Telegram, Facebook e grupos WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-promoshotvip&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG005,clickofertasbusiness,https://www.instagram.com/clickofertasbusiness/,A,https://linktr.ee/clickofertasbusiness,pronto_para_dm_manual_aprovada,"Oi, @clickofertasbusiness! Vi seu perfil de ofertas no Instagram (Grupos WhatsApp para ofertas reais; Linktree lista Instagram e lojas Mercado Livre/Shopee.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-clickofertasbusiness&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG006,melhoresodasho,https://www.instagram.com/melhoresodasho/,A,https://linktr.ee/melhoresodasho,pronto_para_dm_manual_aprovada,"Oi, @melhoresodasho! Vi seu perfil de ofertas no Instagram (Grupo secreto de ofertas, bugs e cupons da Shopee; Linktree lista WhatsApp, Instagram e TikTok.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-melhoresodasho&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG007,grupodeofertascentral,https://www.instagram.com/grupodeofertascentral/,A,https://linktr.ee/grupodeofertascentral,pronto_para_dm_manual_aprovada,"Oi, @grupodeofertascentral! Vi seu perfil de ofertas no Instagram (Grupo de Ofertas Central com Instagram e WhatsApp; promoções exclusivas, preços e novidades diárias.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-grupodeofertascentral&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG008,promoebugs,https://www.instagram.com/promoebugs/,A,https://linktr.ee/promoebugs,pronto_para_dm_manual_aprovada,"Oi, @promoebugs! Vi seu perfil de ofertas no Instagram (Grupo de promoções e ofertas diárias com comunidade WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-promoebugs&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG009,timedeofertasoficial,https://www.instagram.com/timedeofertasoficial/,A,https://linktr.ee/timedeofertasoficial,pronto_para_dm_manual_aprovada,"Oi, @timedeofertasoficial! Vi seu perfil de ofertas no Instagram (Grupo WhatsApp de ofertas com grande base pública declarada no lote anterior.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-timedeofertasoficial&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG010,galleanoofertas,https://www.instagram.com/galleanoofertas/,A,https://linktr.ee/galleano,pronto_para_dm_manual_aprovada,"Oi, @galleanoofertas! Vi seu perfil de ofertas no Instagram (Grupo de ofertas com WhatsApp, Telegram, Facebook e Magazine Luiza.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-galleanoofertas&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG011,corre_e_aproveita,https://www.instagram.com/corre_e_aproveita/,A,https://linktr.ee/corre_e_aproveitaa,pronto_para_dm_manual_aprovada,"Oi, @corre_e_aproveita! Vi seu perfil de ofertas no Instagram (Melhor grupo de ofertas Amazon, Mercado Livre e Shopee; Linktree lista Instagram e grupos WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-corre_e_aproveita&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG013,daline,https://www.instagram.com/daline/,A,https://linktr.ee/daline,pronto_para_dm_manual_aprovada,"Oi, @daline! Vi seu perfil de ofertas no Instagram (Links de descontos e cupons; possui grupo de promoções, WhatsApp, Instagram e loja Magalu.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-daline&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG016,thatycerreia,https://www.instagram.com/thatycerreia/,A,https://linktr.ee/thatycerreia,pronto_para_dm_manual_aprovada,"Oi, @thatycerreia! Vi seu perfil de ofertas no Instagram (Cupons nas melhores marcas, promoções diárias no Canal do WhatsApp, contatos e parcerias; Linktree lista Instagram/TikTok/WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-thatycerreia&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG017,achadinhosddia,https://www.instagram.com/achadinhosddia/,A,https://linktr.ee/achadinhosddia,pronto_para_dm_manual_aprovada,"Oi, @achadinhosddia! Vi seu perfil de ofertas no Instagram (Achadinhos com descontos reais e ofertas diárias; Linktree lista Instagram e grupos Shopee/WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-achadinhosddia&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG018,dicasdagiooh,https://www.instagram.com/dicasdagiooh/,A,https://linktr.ee/dicasdagiooh,pronto_para_dm_manual_aprovada,"Oi, @dicasdagiooh! Vi seu perfil de ofertas no Instagram (Lojas e cupons ativos; possui grupo de promoções WhatsApp e Instagram.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-dicasdagiooh&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG019,shopshopachadinhos,https://www.instagram.com/shopshopachadinhos/,A,https://linktr.ee/shopshopachadinhos,pronto_para_dm_manual_aprovada,"Oi, @shopshopachadinhos! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee; Linktree lista Instagram, Facebook, Telegram e grupo de promoções.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-shopshopachadinhos&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG022,shopxisachadinhos,https://www.instagram.com/shopxisachadinhos/,A,https://linktr.ee/shopxisachadinhos,pronto_para_dm_manual_aprovada,"Oi, @shopxisachadinhos! Vi seu perfil de ofertas no Instagram (Achadinhos para casa com descontos; Linktree lista Instagram, WhatsApp, TikTok e ofertas Shopee/Mercado Livre.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-shopxisachadinhos&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG024,clickeeconomizebr,https://www.instagram.com/clickeeconomizebr/,A,https://linktr.ee/clickeeconomizebr,pronto_para_dm_manual_aprovada,"Oi, @clickeeconomizebr! Vi seu perfil de ofertas no Instagram (Melhores ofertas Shopee, Amazon e Mercado Livre; Linktree lista Instagram e WhatsApp.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-clickeeconomizebr&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG028,achadonapromo.br,https://www.instagram.com/achadonapromo.br/,A,https://linktr.ee/achadonapromo.br,pronto_para_dm_manual_aprovada,"Oi, @achadonapromo.br! Vi seu perfil de ofertas no Instagram (Grupos de promoções, canais WhatsApp/Telegram, Shopee, Magalu e farmácia; Linktree cita Instagram @achadonapromo.br.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-achadonapromo.br&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG030,hgbestchoice,https://www.instagram.com/hgbestchoice/,A,https://linktr.ee/hgbestchoice,pronto_para_dm_manual_aprovada,"Oi, @hgbestchoice! Vi seu perfil de ofertas no Instagram (Ofertas verificadas, cupons ativos e links seguros; canais WhatsApp/Telegram e Instagram.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-hgbestchoice&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG033,achadosginger,https://www.instagram.com/achadosginger/,A,https://linktr.ee/achadosginger,pronto_para_dm_manual_aprovada,"Oi, @achadosginger! Vi seu perfil de ofertas no Instagram (Links de produtos, cupons e promoções; Linktree lista Instagram, TikTok, WhatsApp Channel, Telegram e Shopee.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-achadosginger&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG035,shopeeando_,https://www.instagram.com/shopeeando_/,A,https://linktr.ee/shopeeando_,pronto_para_dm_manual_aprovada,"Oi, @shopeeando_! Vi seu perfil de ofertas no Instagram (Achadinhos Shopee, Amazon e Mercado Livre; cupons e promoções todos os dias; Linktree lista WhatsApp Channel e Instagram.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-shopeeando_&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG038,amopromoshop,https://www.instagram.com/amopromoshop/,A,https://linktr.ee/amopromoshop,pronto_para_dm_manual_aprovada,"Oi, @amopromoshop! Vi seu perfil de ofertas no Instagram (Melhores ofertas da internet, achadinhos, promoções e cupons; WhatsApp, Instagram, Shopee e Magalu.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-amopromoshop&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG041,BatistaStore,https://www.instagram.com/BatistaStore/,A,https://linktr.ee/Batistastore,pronto_para_dm_manual_aprovada,"Oi, @BatistaStore! Vi seu perfil de ofertas no Instagram (Melhores ofertas Shopee, Magalu, Amazon e Mercado Livre; Linktree lista Instagram, WhatsApp e TikTok.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-batistastore&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
IG042,vemdeachado,https://www.instagram.com/vemdeachado/,A,https://linktr.ee/vemdeachado,pronto_para_dm_manual_aprovada,"Oi, @vemdeachado! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee para casa, beleza e rotina; grupo VIP WhatsApp e Instagram.). O wabot ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",https://espelhagrupos.com.br/promo-vip-7dias?utm_source=instagram-vemdeachado&utm_medium=instagram-dm-outreach&utm_campaign=launch-wabot-2026q2&utm_content=dm-seq1-instagram,Enviar manualmente pelo Instagram/CRM aprovado; não automatizar DM sem opt-in e limites de segurança.
